index,image,carbs,fat,fibre,kcal,protein,salt,saturates,sugars
2897,leek-pea-watercress-soup-7733968.jpg,15.0,5.0,9.0,154.0,8.0,0.5,1.0,9.0
2898,pasta-e-fagioli-cd06b61.jpg,29.0,6.0,9.0,225.0,10.0,0.5,1.0,7.0
2900,recipe-image-legacy-id-518468_11-10f1c7e.jpg,80.0,8.0,8.0,445.0,19.0,0.14,1.0,13.0
2902,Chunky-peanut-soup-0993ffc.jpg,48.0,14.0,13.0,403.0,14.0,1.35,2.0,16.0
2903,herby-broccoli-pea-soup-d42271a.jpg,19.0,8.0,10.0,214.0,12.0,1.0,1.0,10.0
2904,recipe-image-legacy-id-910467_11-5ab0424.jpg,22.0,7.0,4.0,178.0,6.0,0.4,5.0,9.0
2905,miso_soup-e06ed98.jpg,9.0,4.0,1.0,99.0,7.0,2.44,0.4,1.0
2906,easy-vegan-pho-0eaa94e.jpg,46.0,2.0,3.0,234.0,6.0,2.8,0.3,4.0
2909,danish-style-yellow-split-pea-soup-7e5ae63.jpg,57.0,4.0,15.0,378.0,20.0,0.5,1.0,11.0
2910,mushroom-potato-soup-440-400-53841c1.jpg,33.0,15.0,9.0,315.0,12.0,0.3,2.0,17.0
2913,Mac-n-cheese-01249e4.jpg,120.0,16.0,13.0,750.0,26.0,0.21,3.0,12.0
2914,vegan-bolognese-b6f2686.jpg,90.0,11.0,16.0,586.0,23.0,0.5,2.0,21.0
2915,Vegan-carbonara-ebf05ee.jpg,63.0,15.0,12.0,499.0,22.0,1.07,3.0,3.0
2916,Creamy-spinach-and-mushroom-penne-ba9951e.jpg,53.0,20.0,11.0,483.0,18.0,1.06,3.0,3.0
2917,Pasta-Alla-Norma-f189a02.jpg,79.0,13.0,10.0,517.0,15.0,1.7,2.0,15.0
2918,recipe-image-legacy-id-1095476_12-e11b740.jpg,63.0,6.0,10.0,398.0,19.0,0.3,1.0,11.0
2920,440-400-spaghetti-puttanesca-with-red-beans-spinach-eedfae9.jpg,54.0,9.0,16.0,400.0,16.0,0.6,1.0,11.0
2921,squash-spinach-fusilli-with-pecans-0690874.jpg,45.0,12.0,9.0,353.0,13.0,0.1,1.0,6.0
2922,recipe-image-legacy-id-3253_11-5d1afcc.jpg,84.0,8.0,11.0,488.0,15.0,0.32,1.0,13.0
2923,Veggie-hummus-pasta-salad-3727588.jpg,51.0,12.0,9.0,385.0,13.0,0.7,2.0,3.0
2925,vegan-bolognese-b4f9b85.jpg,97.0,8.0,13.0,599.0,25.0,0.3,1.0,12.0
2926,asparagus-lemon-spaghetti-with-peas-440-400-44cdab0.jpg,60.0,15.0,17.0,481.0,19.0,0.04,1.0,8.0
2928,recipe-image-legacy-id-1201764_10-83ccae9.jpg,62.0,7.0,5.0,346.0,12.0,0.35,1.0,7.0
2930,pasta-e-fagioli-cd06b61.jpg,29.0,6.0,9.0,225.0,10.0,0.5,1.0,7.0
2931,linguine-with-avocado-tomato-lime-9638698.jpg,49.0,20.0,13.0,450.0,11.0,0.4,4.0,11.0
2932,Kale-Pesto-df3faaf.jpg,60.0,22.0,13.0,537.0,18.0,0.1,3.0,1.0
2933,recipe-image-legacy-id-374505_11-6d24795.jpg,51.0,7.0,4.0,292.0,10.0,0.02,1.0,3.0
2934,burnt-aubergine-chilli-afd2f29.jpg,38.0,8.0,17.0,316.0,15.0,2.2,2.0,17.0
2935,Simple-mushroom-curry-26e3403.jpg,12.0,24.0,4.0,302.0,7.0,0.12,10.0,10.0
2936,Vegetarian-enchiladas-50345cc.jpg,60.0,13.0,15.0,430.0,23.0,1.36,4.0,17.0
2937,Creamy-Baked-Gnocchi-Spinach-and-Squash-4b38d7b.jpg,84.0,46.0,8.0,834.0,18.0,1.0,27.0,12.0
2938,Curried-sate-noodles-75bdc86.jpg,67.0,16.0,16.0,522.0,20.0,1.1,3.0,14.0
2939,Vegetable-bake--c8beaaf.jpg,30.0,22.0,13.0,440.0,17.0,1.1,11.0,14.0
2940,Veggie-bolognese-8ecf29a.jpg,62.0,10.0,11.0,453.0,24.0,1.1,2.0,13.0
2942,recipe-image-legacy-id-1040452_11-c7ac00d.jpg,87.0,24.0,8.0,609.0,15.0,1.0,10.0,17.0
2946,Chilli-paneer-4c0d9ff.jpg,56.0,40.0,6.0,731.0,34.0,4.77,19.0,18.0
2947,Cavolo-nero-orecchiette-369e36f.jpg,59.0,17.0,9.0,480.0,19.0,0.3,4.0,5.0
2948,Gingery-broccoli-fry-with-cashews-42012f6.jpg,22.0,21.0,13.0,388.0,20.0,1.0,4.0,15.0
2949,vegelasagne-43d04d5.jpg,36.0,11.0,11.0,325.0,15.0,0.44,5.0,17.0
2950,Tofu-stir-fry-16f5101.jpg,16.0,12.0,7.0,240.0,15.0,1.09,2.0,12.0
2953,Vegetarian-chilli-206c469.jpg,19.0,4.0,9.0,157.0,7.0,0.25,0.3,10.0
2954,charred-spring-onions-teriyaki-tofu-1635424.jpg,76.0,11.0,5.0,507.0,23.0,3.5,2.0,16.0
2956,Vegetarian-chilli-206c469.jpg,19.0,4.0,9.0,157.0,7.0,0.25,0.3,10.0
2957,Baked-tomato-mozzarella-and-basil-risotto-368464f.jpg,71.0,16.0,4.0,504.0,16.0,1.11,7.0,5.0
2960,mexican-style-stuffed-peppers-23ce35d.jpg,59.0,15.0,14.0,468.0,19.0,2.1,5.0,11.0
2964,gnocchi-with-mushrooms-ef4cba5.jpg,63.0,15.0,8.0,471.0,16.0,2.7,8.0,8.0
2966,creamy-pesto-kale-pasta-d582e18.jpg,55.0,13.0,11.0,428.0,17.0,0.7,3.0,6.0
2968,Veggie-bolognese-8ecf29a.jpg,62.0,10.0,11.0,453.0,24.0,1.1,2.0,13.0
2974,recipe-image-legacy-id-488679_11-5bfcf60.jpg,68.0,8.0,12.0,423.0,14.0,0.51,1.0,16.0
2976,pea-leek-open-lasagne-d5cc5b7.jpg,41.0,21.0,13.0,450.0,18.0,0.5,5.0,12.0
2979,Air-fryer-pasta-chips-8283523.jpg,21.0,4.0,2.0,144.0,4.0,0.83,1.0,1.0
2981,linguine-with-avocado-tomato-lime-9638698.jpg,49.0,20.0,13.0,450.0,11.0,0.4,4.0,11.0
2982,Crispy-Mushroom-Carbonara-1bbdb44.jpg,86.0,21.0,11.0,673.0,29.0,0.4,5.0,13.0
2983,mexican-penne-5cd4efb.jpg,65.0,15.0,18.0,495.0,15.0,0.4,3.0,26.0
2984,Pasta-Alla-Norma-f189a02.jpg,79.0,13.0,10.0,517.0,15.0,1.7,2.0,15.0
2986,vegelasagne-43d04d5.jpg,36.0,11.0,11.0,325.0,15.0,0.44,5.0,17.0
2987,penne-arrabiata-440-400-0b82cdd.jpg,73.0,12.0,12.0,500.0,19.0,0.35,3.0,18.0
2988,vegetarian-lasagne-5ee6162.jpg,37.0,29.0,5.0,461.0,13.0,0.6,9.0,14.0
2990,440-400-pepper-lemon-spaghetti-with-basil-pine-nuts-ac2b524.jpg,54.0,18.0,11.0,473.0,17.0,0.1,2.0,6.0
2991,squash-spinach-fusilli-with-pecans-0690874.jpg,45.0,12.0,9.0,353.0,13.0,0.1,1.0,6.0
2995,recipe-image-legacy-id-563473_12-55e3d75.jpg,120.0,9.0,10.0,662.0,33.0,1.05,1.0,14.0
2996,Veggie-bolognese-8ecf29a.jpg,62.0,10.0,11.0,453.0,24.0,1.1,2.0,13.0
2998,slow-cooker-ratatouille-4ecd407.jpg,17.0,5.0,11.0,162.0,6.0,0.8,1.0,16.0
2999,vegelasagne-43d04d5.jpg,36.0,11.0,11.0,325.0,15.0,0.44,5.0,17.0
3003,slow-cooker-3c6fa95.jpg,44.0,9.0,15.0,333.0,13.0,0.5,1.0,13.0
3004,spicedroastapples-86face5.jpg,28.0,2.0,6.0,168.0,6.0,0.1,1.0,15.0
3005,slow-cooker-vegetable-curry-2b72ddd.jpg,30.0,22.0,14.0,391.0,11.0,1.1,13.0,18.0
3007,smokybreakfastbeans-f4b5371.jpg,21.0,3.0,5.0,149.0,6.0,0.39,0.5,12.0
3008,red_cabbage-ab5633d.jpg,22.0,3.0,4.0,137.0,2.0,0.12,2.0,21.0
3011,recipe-image-legacy-id-3384_11-d65ffbb.jpg,11.0,4.0,3.0,84.0,2.0,0.03,1.0,10.0
3012,turkishbreakfasteggs-10a1988.jpg,13.0,8.0,3.0,165.0,9.0,0.32,2.0,7.0
