Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,PAL,PAL_kategori
32,Male,67.6,1.98,162,130,74,1.58,1450.4,Yoga,10.1,2.41,4,1,17.2,1.404,Low Active
55,Female,42.2,1.7,183,154,71,1.6,1314.3,Strength,31.1,2.9,4,3,14.5,1.304,Sedentary
56,Male,41.8,1.94,191,121,73,0.51,1307.7,Yoga,20.2,3.66,2,2,11.1,1.298,Sedentary
39,Female,44.0,1.81,185,137,58,1.44,501.0,Cardio,20.0,3.58,4,1,13.4,1.479,Low Active
31,Male,102.0,1.67,162,131,56,1.69,599.7,Strength,34.2,1.83,0,3,36.6,1.247,Sedentary
19,Male,91.1,1.69,190,152,56,1.47,328.1,HIIT,23.4,2.61,1,2,31.9,1.485,Low Active
54,Male,41.3,1.52,196,140,54,1.93,1637.0,HIIT,22.5,1.66,2,1,17.8,1.934,Very Active
16,Male,108.9,1.74,162,152,50,0.76,1591.5,HIIT,25.2,1.68,3,2,35.8,2.297,Very Active
19,Female,96.4,1.63,162,139,54,1.18,1415.9,HIIT,23.0,2.97,2,1,36.4,1.095,Sedentary
80,Female,117.1,1.55,191,143,65,1.81,493.4,Strength,10.4,2.86,4,3,48.7,1.436,Low Active
46,Female,102.7,1.55,164,141,65,1.57,1593.4,Cardio,19.6,2.42,5,3,42.8,1.413,Low Active
30,Male,54.5,1.85,182,133,64,1.26,1506.2,Cardio,21.9,2.3,2,2,15.9,1.572,Low Active
43,Female,92.6,1.9,172,137,72,1.01,384.9,HIIT,20.1,2.23,5,2,25.7,1.121,Sedentary
31,Male,61.5,1.9,196,153,69,1.34,1748.0,HIIT,33.7,2.17,2,1,17.1,1.581,Low Active
44,Male,58.9,1.84,194,135,57,0.62,743.9,Cardio,34.1,2.33,1,1,17.3,1.501,Low Active
20,Female,64.8,1.87,168,147,70,0.53,921.8,Strength,17.2,3.09,5,2,18.6,2.348,Very Active
59,Female,92.5,1.73,173,126,63,1.73,936.5,Yoga,32.6,1.78,1,2,30.9,1.589,Low Active
54,Female,47.4,1.6,186,144,69,1.32,701.4,Strength,22.3,2.5,4,2,18.6,1.52,Low Active
56,Female,44.7,1.56,194,162,60,1.7,1465.0,HIIT,28.2,1.75,3,1,18.4,1.051,Sedentary
51,Male,119.2,1.6,161,139,64,1.46,1336.0,Strength,25.9,3.26,3,2,46.7,1.95,Very Active
22,Male,50.6,1.88,173,129,52,1.99,561.3,HIIT,23.5,1.61,4,3,14.3,1.346,Sedentary
53,Male,106.9,1.86,178,167,71,1.24,1666.5,HIIT,16.2,2.32,4,2,30.8,1.115,Sedentary
22,Male,58.4,1.78,180,137,50,1.19,715.6,Cardio,30.9,2.63,3,1,18.4,1.503,Low Active
16,Female,105.1,1.75,191,126,63,0.53,1488.6,Strength,19.0,1.7,3,2,34.2,1.638,Active
38,Male,49.1,1.6,199,166,64,1.54,533.2,Cardio,33.0,1.71,3,3,19.2,1.543,Low Active
37,Male,122.8,1.83,194,148,59,0.89,801.1,Strength,29.7,3.0,5,1,36.9,1.434,Low Active
22,Female,71.6,1.89,193,149,57,1.05,854.4,Cardio,29.5,2.3,4,3,20.1,1.318,Sedentary
53,Female,44.3,1.59,197,123,59,1.67,879.4,Yoga,22.3,1.51,4,3,17.5,1.448,Low Active
56,Female,115.9,1.82,170,159,52,1.09,1286.4,Yoga,12.4,2.7,2,1,34.9,1.021,Sedentary
32,Male,55.0,1.9,173,163,74,1.2,560.0,HIIT,18.2,1.75,10,3,15.3,1.7,Active
33,Male,122.6,1.84,173,152,65,0.68,1560.7,Yoga,14.8,2.52,2,2,36.3,2.25,Very Active
20,Male,200.0,1.95,189,121,58,1.5,971.7,Strength,24.8,2.94,5,2,18.6,1.928,Very Active
47,Male,116.5,1.77,178,151,50,1.57,609.5,HIIT,13.5,1.73,1,2,37.1,1.689,Active
48,Male,52.9,1.69,166,134,70,1.99,1334.4,Yoga,18.8,1.68,2,2,18.4,2.029,Very Active
36,Male,103.3,1.51,194,168,63,1.07,957.5,Yoga,10.3,2.3,4,3,45.2,2.457,Very Active
31,Male,87.2,1.84,175,148,58,1.01,590.2,Cardio,24.4,2.92,2,2,25.9,1.287,Sedentary
27,Male,46.9,1.71,167,129,58,1.93,906.6,HIIT,31.8,2.02,1,3,16.0,1.706,Active
50,Male,150.0,1.55,199,120,73,1.64,1632.8,HIIT,16.2,2.92,3,3,32.6,1.578,Low Active
18,Female,46.6,1.64,170,152,56,1.28,358.4,Yoga,29.4,2.48,2,1,17.4,1.094,Sedentary
55,Female,125.1,1.84,195,144,73,1.86,1102.9,Yoga,21.4,2.78,3,3,37.1,1.683,Active
45,Female,85.3,1.92,171,156,58,0.79,1198.6,Strength,15.2,1.59,5,1,23.3,1.099,Sedentary
45,Male,127.1,1.94,164,132,60,0.54,667.3,Yoga,28.3,2.62,5,3,33.6,1.426,Low Active
51,Male,90.8,1.54,176,146,50,1.54,1766.2,HIIT,24.0,3.37,4,2,38.1,1.431,Low Active
43,Female,118.6,1.53,178,127,55,1.12,745.0,HIIT,11.2,2.27,4,3,50.7,1.601,Active
31,Male,57.9,1.71,171,151,74,1.6,1480.7,Strength,34.7,2.52,3,2,19.8,1.651,Active
52,Female,79.2,1.58,177,135,57,1.68,1031.0,HIIT,28.0,3.57,1,1,31.8,1.637,Active
42,Female,90.6,1.78,168,148,65,1.56,1357.1,HIIT,28.1,1.57,5,2,28.7,1.059,Sedentary
48,Male,96.0,1.72,193,169,56,0.64,351.5,Yoga,32.7,1.92,1,1,32.6,1.916,Very Active
17,Male,43.7,1.67,189,136,59,1.23,1340.3,Cardio,23.5,1.66,3,1,15.6,1.786,Active
50,Male,99.2,1.91,197,125,58,1.57,1668.7,Cardio,25.6,2.69,4,1,27.1,1.096,Sedentary
54,Male,96.7,1.68,178,166,55,0.67,699.6,HIIT,19.6,2.43,1,1,34.3,1.027,Sedentary
26,Male,66.9,1.71,160,168,53,1.17,1619.5,Yoga,10.6,1.99,1,1,23.0,1.699,Active
44,Male,47.2,1.74,170,128,61,1.49,726.6,HIIT,32.9,3.38,2,1,15.6,1.578,Low Active
53,Female,110.5,1.92,166,130,62,1.62,612.3,Cardio,13.9,2.0,3,1,29.9,1.209,Sedentary
16,Male,56.8,1.53,176,140,61,1.6,421.2,HIIT,31.0,2.72,3,2,24.2,2.124,Very Active
40,Male,123.3,1.93,188,162,56,1.57,1223.8,Strength,30.1,3.63,4,2,33.0,2.195,Very Active
21,Male,47.8,1.78,165,137,59,1.16,796.5,Cardio,22.1,2.15,3,2,15.1,1.701,Active
55,Female,65.7,1.78,188,155,54,1.82,1179.8,Cardio,14.6,2.77,5,2,20.8,1.834,Active
35,Male,99.0,1.67,185,158,69,1.18,553.2,Cardio,11.9,3.05,4,1,35.5,1.026,Sedentary
42,Female,20.0,1.94,192,121,64,1.81,1044.2,Strength,20.3,2.54,1,1,24.2,1.384,Sedentary
40,Male,111.1,1.73,183,122,64,1.42,1016.2,Yoga,16.8,1.76,4,1,37.3,1.499,Low Active
57,Male,80.2,1.78,182,139,60,1.28,1004.2,Strength,13.2,2.68,4,3,25.4,1.58,Low Active
37,Male,108.8,1.2,165,120,55,1.3,1281.9,Cardio,19.3,2.6,3,2,41.2,1.841,Active
20,Female,110.2,1.88,195,131,55,1.54,1124.0,Yoga,21.0,3.3,1,1,31.0,2.066,Very Active
32,Male,97.5,1.67,190,160,59,1.17,1420.1,Yoga,25.0,3.03,3,3,35.0,2.04,Very Active
59,Female,105.2,1.59,166,134,67,1.16,906.7,Strength,16.0,2.42,2,3,41.4,2.04,Very Active
52,Female,52.1,1.65,193,120,68,1.02,1405.5,Yoga,17.6,1.66,4,2,19.2,1.414,Low Active
34,Female,111.3,1.64,183,133,53,0.87,396.4,Yoga,24.3,2.84,5,2,41.4,1.503,Low Active
40,Female,87.5,1.83,170,154,60,1.28,1085.2,Strength,19.3,2.27,3,3,26.2,2.348,Very Active
24,Male,112.3,1.71,189,151,59,1.61,1280.6,HIIT,25.3,2.34,1,2,38.5,1.563,Low Active
53,Male,74.1,1.65,193,165,66,1.7,697.6,Yoga,26.5,3.49,4,1,27.2,2.042,Very Active
55,Female,103.8,1.91,198,128,55,0.63,949.6,Yoga,21.7,2.8,3,1,28.4,2.1,Very Active
53,Male,107.1,1.52,185,141,57,0.63,1723.2,Strength,21.9,1.51,3,1,46.5,1.959,Very Active
24,Female,54.0,1.83,172,144,62,0.51,654.7,Strength,13.6,3.18,1,3,16.1,2.378,Very Active
53,Male,106.4,1.94,168,166,64,2.0,1373.7,Strength,23.9,2.17,4,1,28.2,2.401,Very Active
41,Male,56.0,1.96,168,168,50,0.74,545.3,Yoga,34.3,2.7,2,2,14.6,1.032,Sedentary
50,Female,95.0,1.63,195,167,70,1.81,1242.5,Strength,25.1,3.27,2,1,35.6,1.737,Active
43,Male,129.0,1.53,177,120,56,1.33,1187.6,HIIT,28.2,3.42,1,2,55.3,1.677,Active
47,Female,76.9,1.67,179,120,62,0.98,993.3,Cardio,16.4,3.7,5,3,27.7,2.494,Very Active
31,Male,48.9,1.79,187,161,52,1.3,1467.5,Cardio,28.5,2.44,5,1,15.3,1.513,Low Active
19,Female,44.7,1.51,179,167,58,1.26,383.8,HIIT,33.3,3.39,1,2,19.7,1.505,Low Active
37,Female,86.8,1.99,189,141,55,0.85,391.5,HIIT,15.3,2.99,5,2,22.0,1.744,Active
27,Male,86.0,1.96,164,169,68,1.05,1217.4,Cardio,17.2,2.79,2,1,22.4,1.897,Active
24,Female,47.7,1.95,190,161,72,1.17,1187.7,Strength,31.4,2.45,1,3,12.5,1.013,Sedentary
20,Male,85.7,1.87,184,159,60,1.45,409.2,Strength,31.8,3.29,2,1,24.6,1.828,Active
50,Male,104.4,1.66,161,135,58,1.94,1046.0,Cardio,28.3,2.24,2,3,38.0,2.459,Very Active
55,Female,57.4,1.6,199,147,54,1.65,607.1,Yoga,23.4,3.38,3,2,22.5,1.38,Sedentary
52,Female,72.2,1.57,161,130,58,1.85,1676.6,Yoga,28.9,2.56,2,2,29.1,1.825,Active
32,Female,83.3,1.84,167,147,57,1.47,690.7,Yoga,18.9,2.1,3,1,24.6,1.613,Active
44,Male,46.3,1.53,179,154,70,0.94,558.2,HIIT,26.8,2.67,4,3,19.8,1.435,Low Active
35,Female,90.9,1.81,172,128,53,1.47,1334.1,HIIT,31.5,2.94,4,2,27.8,1.48,Low Active
33,Female,125.3,1.74,187,121,59,1.64,754.4,Cardio,31.7,2.98,4,3,41.5,1.403,Low Active
46,Male,108.7,1.57,172,166,65,1.69,661.8,Yoga,21.2,1.52,4,2,44.2,1.021,Sedentary
30,Male,101.0,1.85,192,149,61,1.46,743.4,Strength,27.3,3.49,5,2,29.5,2.086,Very Active
29,Male,50.1,1.54,197,165,73,1.77,735.0,Cardio,28.7,3.32,1,3,21.2,1.238,Sedentary
16,Female,88.3,1.97,168,153,74,0.95,937.3,Cardio,30.1,2.31,5,1,22.8,1.57,Low Active
29,Male,61.6,1.54,173,155,67,1.11,976.0,Strength,18.6,2.87,3,1,25.9,1.164,Sedentary
41,Male,114.8,1.88,188,134,52,1.75,452.6,Strength,15.2,2.05,2,1,32.4,1.457,Low Active
53,Female,57.2,1.75,180,135,58,1.85,411.3,HIIT,28.7,2.71,1,2,18.6,2.31,Very Active
23,Male,94.3,1.2,163,152,73,0.73,1287.7,Strength,16.5,2.9,5,3,30.9,1.316,Sedentary
26,Female,63.8,1.72,196,139,74,1.68,886.1,HIIT,10.4,3.55,1,3,21.5,1.638,Active
46,Male,111.6,1.57,167,124,54,0.95,993.9,Cardio,22.3,1.76,1,2,45.4,1.243,Sedentary
28,Female,121.0,1.96,175,134,64,1.52,1452.9,HIIT,21.3,2.24,2,2,31.6,1.441,Low Active
41,Female,56.5,1.68,187,142,53,1.96,630.1,Cardio,14.6,2.76,1,1,19.9,1.574,Low Active
40,Male,40.8,1.63,174,132,51,1.47,330.1,HIIT,23.1,2.12,2,1,15.4,1.063,Sedentary
41,Female,83.4,1.88,160,136,61,0.96,775.8,Cardio,11.1,2.02,1,2,23.6,2.126,Very Active
54,Female,58.1,1.98,169,139,64,0.6,344.6,Strength,23.2,3.63,4,2,14.8,1.248,Sedentary
51,Male,49.5,1.84,180,156,73,0.97,785.8,Yoga,27.3,2.76,5,1,14.5,1.455,Low Active
54,Female,110.6,1.79,185,149,50,0.61,713.8,Strength,14.3,3.16,2,2,34.4,1.64,Active
22,Female,87.4,1.88,181,161,60,1.8,1228.0,Yoga,28.4,3.2,3,1,24.7,2.161,Very Active
35,Female,91.4,1.52,194,134,73,1.84,1049.9,Cardio,25.4,3.19,1,3,39.4,1.274,Sedentary
35,Female,113.8,1.79,178,162,64,1.6,728.0,HIIT,28.2,2.4,4,1,35.4,1.636,Active
23,Female,44.7,1.93,165,133,73,1.86,1511.0,Yoga,19.5,3.15,3,2,12.0,1.425,Low Active
59,Female,98.7,1.73,195,161,66,1.97,502.0,Yoga,29.3,2.0,3,3,33.1,2.105,Very Active
100,Male,53.0,1.63,167,154,74,1.64,1421.9,HIIT,30.3,2.69,1,1,20.0,1.611,Active
29,Female,63.9,1.87,185,158,59,0.62,1654.6,Yoga,14.6,2.06,3,3,18.3,1.533,Low Active
53,Female,121.2,1.94,199,125,55,1.67,455.9,Cardio,27.9,3.56,3,3,32.3,2.218,Very Active
29,Female,79.5,1.77,185,141,73,1.79,1110.0,Cardio,33.7,2.43,1,1,25.4,2.309,Very Active
53,Female,65.6,1.94,187,122,71,1.8,1280.6,Yoga,34.2,3.22,4,2,17.4,1.761,Active
38,Male,114.3,1.53,198,134,50,1.72,1563.5,Cardio,30.8,3.54,3,2,49.0,1.505,Low Active
31,Female,128.4,1.99,180,132,58,0.88,584.2,Strength,20.2,2.22,5,3,32.4,2.316,Very Active
41,Female,80.3,1.72,164,155,51,0.72,346.9,Strength,31.9,2.16,4,1,27.1,1.443,Low Active
15,Male,94.5,1.79,185,132,50,1.29,1521.3,Cardio,23.6,2.12,1,1,29.7,2.338,Very Active
38,Female,89.3,1.53,160,151,59,1.97,537.1,HIIT,18.7,3.63,1,1,38.0,1.433,Low Active
50,Male,119.9,1.52,179,169,52,1.57,1012.0,Cardio,10.8,3.63,1,3,51.9,1.76,Active
34,Female,100.2,1.99,175,149,51,1.16,1704.5,Strength,15.8,2.84,4,1,25.4,1.817,Active
29,Female,113.2,1.87,190,146,61,1.36,620.9,Cardio,14.7,1.62,5,2,32.3,1.036,Sedentary
35,Female,110.5,1.96,184,150,60,1.92,888.3,Strength,18.7,2.43,3,2,28.7,1.754,Active
49,Male,95.8,1.84,186,156,63,0.56,1036.0,HIIT,34.6,1.67,3,2,28.4,1.414,Low Active
31,Male,104.5,1.85,187,120,61,1.31,1557.9,Cardio,28.3,1.84,0,1,30.4,1.431,Low Active
25,Male,49.5,1.85,167,162,59,0.95,691.5,HIIT,23.2,2.39,3,3,14.5,1.755,Active
23,Male,78.8,1.59,177,142,51,1.53,783.6,Cardio,32.4,1.55,5,2,31.3,2.068,Very Active
28,Female,106.5,1.91,176,145,55,1.53,748.2,Cardio,27.3,2.76,5,3,29.3,1.454,Low Active
50,Male,100.3,1.99,176,158,53,1.17,678.4,Cardio,17.6,3.01,3,3,25.4,2.326,Very Active
58,Female,104.3,1.6,164,123,70,0.72,1121.7,Yoga,12.5,2.18,2,3,40.8,2.128,Very Active
32,Male,81.4,1.6,190,163,50,1.85,614.2,Cardio,10.1,1.58,5,2,31.9,1.352,Sedentary
40,Female,80.6,1.88,192,141,65,1.56,1126.3,Yoga,14.2,3.33,5,2,22.9,1.402,Low Active
55,Female,64.1,1.8,188,166,72,1.41,900.8,Cardio,18.0,3.69,1,1,19.7,2.265,Very Active
28,Female,73.6,1.69,171,157,56,1.0,1511.0,Strength,17.7,1.54,1,1,25.7,1.385,Sedentary
24,Female,41.1,1.94,162,169,69,0.71,952.1,Yoga,27.9,2.05,2,1,11.0,1.434,Low Active
19,Female,93.9,1.9,183,141,62,1.01,1144.1,Strength,15.3,2.83,1,1,25.9,1.552,Low Active
42,Male,100.2,1.77,193,124,50,0.91,1473.4,Strength,33.7,2.41,2,1,31.9,1.227,Sedentary
47,Female,115.3,2.0,185,142,67,1.73,724.3,HIIT,28.7,3.22,4,3,28.9,1.175,Sedentary
40,Male,99.2,1.98,173,122,51,1.38,1111.8,Cardio,20.7,2.1,5,3,25.3,1.548,Low Active
39,Male,53.4,1.73,180,158,69,1.74,1530.0,Cardio,14.8,1.63,4,2,17.9,1.847,Active
55,Female,126.5,1.73,184,157,53,1.74,1342.7,Yoga,24.3,2.6,1,3,42.3,2.181,Very Active
51,Male,100.8,1.77,163,141,73,0.54,1234.8,Yoga,28.0,2.6,4,3,32.1,1.423,Low Active
38,Female,45.0,1.91,181,153,68,1.93,1222.2,Cardio,28.7,1.52,4,3,60.0,1.514,Low Active
42,Male,83.9,1.82,192,167,68,1.09,304.9,Cardio,27.6,2.58,5,2,25.5,1.099,Sedentary
47,Male,80.0,1.97,164,135,67,2.0,1613.0,Strength,15.2,1.53,1,2,20.6,1.46,Low Active
19,Male,100.1,1.59,190,152,64,0.98,1293.0,HIIT,29.3,3.44,1,3,39.7,2.196,Very Active
28,Male,66.6,1.94,191,157,71,0.87,965.3,HIIT,11.3,3.54,3,1,17.6,1.389,Sedentary
27,Female,100.9,1.55,162,154,50,1.27,1263.9,HIIT,13.6,2.39,5,3,42.2,1.114,Sedentary
41,Female,43.7,1.76,162,124,63,1.82,1664.9,Strength,25.6,1.62,2,1,14.0,1.052,Sedentary
27,Female,44.2,1.68,196,141,66,1.27,598.6,Cardio,27.1,3.21,2,1,15.7,1.801,Active
36,Male,113.1,1.88,176,131,53,0.67,1368.3,Cardio,26.1,1.58,5,1,32.1,1.862,Active
31,Female,72.2,1.64,175,140,51,1.75,916.2,Cardio,29.2,2.73,3,2,26.9,1.287,Sedentary
50,Female,124.1,1.76,164,132,50,0.58,1687.8,Yoga,24.5,2.72,10,1,60.0,1.778,Active
44,Male,64.5,1.58,197,159,50,1.35,1393.5,Yoga,16.4,2.8,1,1,25.7,1.922,Very Active
57,Male,116.0,1.95,192,139,62,2.0,1411.9,Yoga,24.0,3.03,4,3,30.6,1.789,Active
18,Female,88.4,1.92,172,133,72,0.86,963.6,HIIT,11.4,1.82,2,2,24.0,1.631,Active
59,Male,128.7,1.78,178,120,57,0.66,1140.5,Strength,13.5,1.71,3,1,40.8,1.888,Active
57,Female,87.5,1.57,167,128,51,0.63,1239.2,Cardio,22.9,3.1,4,1,35.5,1.067,Sedentary
40,Male,67.1,1.73,161,144,69,1.61,750.0,Cardio,13.2,2.48,4,1,22.4,1.047,Sedentary
42,Female,62.2,1.87,181,144,67,1.84,593.1,Yoga,12.0,2.77,3,1,17.7,1.183,Sedentary
21,Male,87.5,1.89,172,166,72,1.26,1349.8,Cardio,17.5,3.53,3,3,24.4,1.512,Low Active
24,Male,96.8,1.87,172,129,51,1.45,728.8,HIIT,10.3,3.58,3,2,27.5,1.314,Sedentary
36,Male,42.2,1.79,178,152,53,1.41,1682.4,Cardio,10.0,3.56,1,3,13.2,2.358,Very Active
47,Female,112.1,1.73,172,166,61,1.07,1766.3,HIIT,31.4,2.07,3,2,37.6,1.855,Active
53,Male,95.4,1.74,184,150,54,1.38,1225.2,Yoga,32.6,2.75,2,1,31.5,2.167,Very Active
48,Male,104.4,1.78,194,149,61,1.92,799.2,Cardio,19.8,2.39,0,2,33.0,1.233,Sedentary
45,Female,43.2,1.76,160,122,54,1.86,1541.5,Strength,31.7,2.75,2,1,13.9,1.415,Low Active
49,Male,81.8,1.91,175,137,56,1.87,477.8,Strength,27.4,3.24,3,3,22.4,2.149,Very Active
51,Female,91.4,1.7,199,160,60,0.8,384.7,HIIT,10.4,2.76,10,2,31.5,1.422,Low Active
42,Female,56.5,1.72,163,128,56,1.4,1449.9,Yoga,33.5,3.46,2,3,19.2,1.164,Sedentary
43,Female,79.2,1.61,165,157,60,0.64,1060.1,Yoga,12.6,3.31,3,2,30.5,1.098,Sedentary
51,Female,91.4,1.91,186,154,69,1.56,1016.4,Yoga,27.7,2.58,5,3,25.0,1.124,Sedentary
100,Male,59.9,1.63,172,163,50,1.99,495.5,Cardio,30.3,1.69,3,2,22.4,1.881,Active
25,Male,78.9,1.84,191,128,72,1.21,1253.6,Strength,26.2,3.07,4,3,23.3,2.424,Very Active
31,Female,97.0,1.55,199,152,69,1.73,1439.2,Cardio,34.4,1.58,1,3,40.2,2.461,Very Active
33,Male,71.6,2.0,174,135,73,1.05,1249.8,Cardio,15.2,1.82,4,1,17.9,1.817,Active
44,Female,105.6,1.97,188,121,53,0.76,419.7,Yoga,11.4,3.47,2,3,27.3,2.414,Very Active
42,Male,53.5,1.52,166,155,73,0.69,994.9,Cardio,13.2,1.56,5,2,23.2,1.759,Active
33,Female,61.1,1.54,189,122,60,1.87,822.9,Cardio,28.9,3.11,5,1,25.7,1.594,Low Active
49,Male,80.2,1.65,169,132,52,0.95,1277.5,Yoga,26.4,2.0,4,3,29.3,1.206,Sedentary
16,Female,50.5,1.64,175,123,72,1.86,457.3,Strength,17.6,2.26,1,2,18.9,1.13,Sedentary
37,Female,45.6,1.91,161,143,51,1.76,964.9,Cardio,20.0,2.65,10,2,12.5,1.921,Very Active
45,Female,81.1,1.95,169,142,52,1.0,1173.2,Cardio,15.8,2.39,5,1,21.4,1.743,Active
22,Male,112.5,1.68,177,161,74,0.66,1476.3,Strength,29.4,2.09,2,3,40.0,1.158,Sedentary
26,Male,128.2,1.63,185,134,68,1.18,451.8,Yoga,16.8,2.54,4,3,48.0,2.228,Very Active
33,Male,103.5,1.96,172,147,50,1.04,573.6,Cardio,22.0,2.71,4,2,27.1,2.014,Very Active
35,Male,53.8,1.5,166,168,65,1.17,1145.9,Strength,13.2,3.07,2,1,23.7,2.119,Very Active
37,Male,62.5,1.8,174,129,64,1.9,1708.3,Yoga,13.5,1.97,4,1,19.2,1.817,Active
30,Female,99.5,1.98,190,125,59,0.84,657.1,Cardio,21.1,2.79,2,3,25.5,2.133,Very Active
38,Male,122.2,1.7,160,162,61,1.08,373.0,HIIT,32.8,3.62,1,2,42.1,1.827,Active
50,Female,96.4,1.84,175,162,59,1.5,906.0,Yoga,28.5,2.19,3,2,28.4,1.552,Low Active
39,Female,66.1,1.81,170,158,58,0.54,802.4,Strength,13.2,3.55,5,3,5.0,1.121,Sedentary
48,Male,91.0,1.78,164,141,54,0.97,1212.4,Cardio,23.5,2.13,2,1,28.7,1.041,Sedentary
56,Male,98.0,1.69,164,125,73,1.67,843.5,Yoga,23.4,3.31,3,3,34.4,1.575,Low Active
49,Female,118.3,1.56,175,138,51,1.24,1369.4,Cardio,19.4,2.3,3,2,48.4,1.66,Active
49,Male,57.5,1.91,177,145,57,0.86,1276.9,Cardio,17.2,2.02,3,3,15.8,1.599,Low Active
35,Female,48.5,1.5,178,148,70,1.01,1766.7,HIIT,16.0,3.56,2,2,21.5,1.213,Sedentary
45,Female,52.2,1.85,177,145,66,1.03,1422.2,Cardio,17.2,2.77,3,2,15.3,1.535,Low Active
49,Male,124.3,1.69,196,145,63,1.15,1701.5,Cardio,17.6,1.85,4,3,43.6,1.076,Sedentary
30,Male,120.8,1.87,179,145,65,1.53,1748.5,Cardio,28.3,3.42,2,3,34.7,1.5,Low Active
59,Male,20.0,1.58,184,161,64,1.38,1078.6,Yoga,17.8,2.66,5,1,28.2,1.742,Active
46,Female,62.8,1.95,163,141,67,0.51,787.6,HIIT,10.6,2.41,5,3,16.4,1.778,Active
51,Male,93.2,1.96,182,147,67,0.81,668.1,HIIT,31.5,2.05,1,1,24.3,1.499,Low Active
45,Male,108.3,1.51,178,129,56,1.41,1012.1,Cardio,27.4,2.25,3,3,47.4,1.317,Sedentary
43,Female,119.7,1.82,169,138,73,1.13,891.0,Cardio,14.5,2.0,3,3,36.0,1.895,Active
20,Female,111.7,1.56,172,131,70,1.95,1326.9,HIIT,12.3,2.65,4,2,45.7,1.149,Sedentary
49,Male,98.0,1.51,198,161,58,1.27,657.9,Cardio,11.0,1.94,3,3,42.7,1.905,Very Active
30,Male,111.4,1.81,177,145,62,1.79,1699.9,HIIT,17.5,3.41,3,2,34.1,1.463,Low Active
58,Male,84.5,1.57,183,127,58,1.16,399.0,Yoga,26.8,3.05,5,3,34.5,1.587,Low Active
20,Male,112.3,1.72,163,127,73,1.23,986.3,Cardio,24.4,1.86,5,3,38.1,2.335,Very Active
30,Male,41.1,1.94,165,163,57,1.2,1258.1,Strength,34.1,3.34,2,1,10.9,1.142,Sedentary
26,Female,68.6,1.64,188,125,74,2.0,1548.6,HIIT,15.8,2.5,5,2,25.5,1.218,Sedentary
42,Female,127.1,1.93,166,141,68,0.73,948.5,Strength,25.2,2.68,2,2,34.1,2.323,Very Active
48,Female,65.0,1.75,198,127,68,1.27,555.1,Yoga,11.7,3.33,4,2,21.2,1.403,Low Active
58,Female,70.0,1.8,166,164,55,1.95,1405.2,Yoga,29.7,3.05,3,1,21.7,1.297,Sedentary
38,Female,126.1,1.75,185,133,56,1.75,1559.6,Cardio,16.0,2.62,3,1,41.2,1.553,Low Active
18,Male,129.7,1.89,186,145,69,1.83,773.0,Yoga,29.0,1.83,5,2,36.5,1.24,Sedentary
46,Female,41.0,1.57,195,159,68,1.55,305.3,HIIT,13.3,1.94,3,1,16.8,1.034,Sedentary
22,Male,117.6,1.98,173,164,52,1.0,1377.8,HIIT,20.3,2.09,5,1,30.0,1.489,Low Active
55,Female,77.5,1.2,192,165,63,1.79,476.5,HIIT,17.0,3.47,1,3,30.6,2.306,Very Active
27,Male,122.1,1.87,194,143,50,0.81,1400.3,Cardio,32.5,2.09,3,1,34.9,1.58,Low Active
44,Male,79.3,1.76,175,125,72,0.83,719.4,HIIT,11.3,3.5,3,1,25.6,1.495,Low Active
44,Female,87.0,1.89,198,166,71,1.24,466.1,HIIT,33.3,3.09,4,1,24.3,2.159,Very Active
21,Female,86.2,1.62,171,155,69,1.7,1630.3,Cardio,33.5,1.91,4,2,33.0,1.564,Low Active
18,Female,90.0,1.59,162,163,68,0.96,717.5,Strength,26.6,3.02,5,1,35.8,1.553,Low Active
36,Female,65.9,1.59,170,126,59,0.57,522.4,Cardio,33.9,3.53,4,3,26.0,1.808,Active
19,Male,80.7,2.5,180,156,55,0.66,1023.2,HIIT,21.1,3.22,5,1,27.5,2.497,Very Active
53,Male,41.6,1.78,196,161,64,0.76,724.5,Cardio,21.8,3.43,4,1,13.2,1.892,Active
52,Female,117.3,1.8,195,157,65,1.7,854.9,HIIT,12.9,3.63,5,1,36.3,1.56,Low Active
57,Female,45.9,1.58,175,134,59,1.39,1443.3,Cardio,26.6,2.42,1,1,18.3,1.027,Sedentary
57,Male,88.8,1.96,164,124,60,0.8,1710.1,Cardio,19.7,2.13,2,2,23.1,1.359,Sedentary
17,Female,46.3,1.84,177,163,54,0.94,621.7,Strength,29.2,3.45,1,1,13.7,1.94,Very Active
37,Female,108.7,1.76,162,138,52,1.61,1191.2,Cardio,28.5,2.69,5,1,35.2,1.525,Low Active
23,Male,86.8,1.83,185,150,72,1.73,1601.9,Cardio,20.2,3.01,1,1,26.0,1.559,Low Active
24,Female,73.3,1.66,160,121,68,0.85,1706.7,HIIT,29.0,2.63,5,1,26.4,1.644,Active
15,Female,56.2,1.75,177,153,74,1.79,721.7,Yoga,21.7,2.03,5,1,18.3,1.383,Sedentary
52,Female,128.1,1.91,162,138,59,1.26,1613.3,Strength,30.7,2.44,5,1,35.3,1.052,Sedentary
